locale,audioLanguageSlug,coreLanguageId,startUnique,unionUnique,atLeast6,atLeast30,atLeast44,eligibleVideoIdsUpperBound,pool:exploring-jesus,pool:forgiveness-and-new-beginnings,pool:hope-and-perseverance,pool:love-and-belonging,pool:meaning-and-purpose,rejected:canonical_duplicate,rejected:editorial_review_pending,rejected:exact_audio_unavailable,rejected:watch_unavailable
en,mashi,20919,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,masikoro,23196,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,maskelynes,141436,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,matal,101827,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,matengo,14255,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mato,144465,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,matses,1604,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,matsigenka,173888,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,matumbi,14254,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,mawae,152300,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,mawchi,19988,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,maxakali,1608,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mayan,21012,54,54,True,True,True,130,36,9,23,18,23,1,11,142,2
en,mayangna,142395,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,mayogo,15329,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mazagway-hidi,176144,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mazahua,8241,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mazanderani,6793,28,28,True,False,False,54,20,5,13,11,8,0,11,169,2
en,mazateco-huautla-de-jimenez,8245,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mba,144472,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mbala,19953,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mbandja,143356,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,mbe,101833,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,mbelime,100953,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mbembe-cross-river,9473,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mbembe-tigon,2329,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,mbosi,4336,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mbugwe,144632,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mbuko,100947,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mbukushu,570,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mbula,9490,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,medlpa,11668,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,medumba,2871,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,meen,144517,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,meitei,143789,55,55,True,True,True,131,37,10,23,18,23,1,11,141,2
en,mekeo,144461,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,mele-fila,144425,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,melpa,101718,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,mende,7577,47,47,True,True,True,103,26,15,17,18,19,3,11,146,2
en,mentawai,17797,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mephaa,20977,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mephaa-de-acatapec,184853,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mephaa-de-huitzapula,184831,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,meqa,101396,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,merey,101729,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,merwari,99886,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mewari,20814,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mexican-sign-language,8230,1,1,False,False,False,1,1,0,0,0,0,0,11,196,2
en,meyah,144460,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mgbolizhia,53313,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,miao-central-mashan,140982,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,miao-chuanqiandian-cluster,140246,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,miao-eastern-qiandong,144869,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,miao-huishui-northern,22842,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,miao-northern-qiandong,140948,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,miao-small-flowery,142333,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,miao-southern-qiandong,140985,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,migili,32122,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,miju-mishmi,144427,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,minangkabau,17695,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mingrelian,5076,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,minianka,20917,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mirgan,5935,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mising,24177,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,miskito,5527,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mixe-coatlan,8235,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mixe-del-istmo,8295,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mixtec-amoltepec,144228,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mixtec-ayutla,26162,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mixtec-magdalena-penasco,142146,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,mixteco-alacatlatzala,8299,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mixteco-central-juxtlahuaca,8038,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mixteco-cuquila-ocotepec,184833,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mixteco-diuxi-tilantongo,8294,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mixteco-eastern,8303,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mixteco-metlatonoc,8193,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mixteco-monte-verde,23992,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mixteco-northwest-oaxaca,8202,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mixteco-potoichan,184832,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mixteco-santa-maria-apasco,8296,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mixteco-silacayoapan,8287,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mixteco-southern-puebla,8293,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mixteco-terroro-venado,24007,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,miya,9461,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mizo-lushai,23578,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mmen,139817,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,mnong-central,2159,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,mnong-rlam,19200,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,moba,2029,57,57,True,True,True,121,37,12,24,20,23,1,11,139,2
en,mochi,144705,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,modole,17075,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mofu-gudur,23922,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,moken,101562,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,moksha,18487,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,molbog,12603,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,moma,101665,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mon,20010,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mongolian-halh,18259,76,76,True,True,True,230,51,18,26,26,28,3,11,117,2
en,mongondow,17467,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mongo-nkundu,15300,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mono,20007,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,moore,2028,66,66,True,True,True,143,41,17,26,24,24,3,11,127,2
en,moro,13889,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,moru,13901,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mosiye,140404,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mouwase,141066,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mpoto,7791,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mpyemo,3207,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mro,53346,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mru,1251,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mualang,144156,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mumuye,2441,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,muna,17462,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,munda,100408,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mundang,2453,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mundani,2440,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mundari,1250,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mundari-south-sudan,127670,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mundu,184502,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,munduruku,1821,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mungaka,2485,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,munukutuba,4334,42,42,True,True,False,84,23,12,16,16,19,3,11,151,2
en,muong,19191,53,53,True,True,True,116,35,9,23,18,23,1,11,143,2
en,mupun,155934,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,muria-eastern,98139,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,muria-western,101474,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,murle,4764,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,musgu,2449,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,muyang,2430,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mwaghavul,10021,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,mwan,143863,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mwani,8486,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mwera,14124,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mwimbi-igoji-muthambi,7300,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,naasioi,20061,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nafaanra,5228,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,naga-angami,6071,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,naga-chang,101847,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,naga-chokri,101310,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,naga-khezha,143890,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,naga-konyak,6144,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,naga-liangmai,143810,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,naga-lotha,6079,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,naga-mao,6110,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nagamese,20842,34,34,True,True,False,64,20,8,14,12,18,1,11,162,2
en,naga-rongmei,6108,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,naga-sangtam,101316,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,naga-sumi,144286,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,naga-tangkhul,6044,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,naga-yimchungru,100453,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,naga-zeme,101677,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nage,17269,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nago,1327,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nahuatl-central-huasteca,26419,53,53,True,True,True,116,35,9,23,18,23,1,11,143,2
en,nahuatl-eastern-huasteca,8188,53,53,True,True,True,116,35,9,23,18,23,1,11,143,2
en,nahuatl-isthmus-pajapan,143712,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nahuatl-michoacan,144766,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nahuatl-northern-puebla,144765,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nahuatl-orizaba,8164,54,54,True,True,True,130,36,9,23,18,23,1,11,142,2
en,nahuatl-sierra-de-puebla,8336,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nahuatl-southeast-puebla,8173,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nahuatl-western-huasteca,8170,53,53,True,True,True,116,35,9,23,18,23,1,11,143,2
en,nahuatl-zacatlan-ahuacatlan-tepetzintla,143707,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nakanai,11536,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,nalca,16214,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nama,144017,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nambikuara-southern,1816,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nambya,15865,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,namiae,144455,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,namwanga,53095,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,nandeva,169287,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,nandi,102324,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nangjere,37552,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,napu,101301,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nasu-eastern,22847,54,54,True,True,True,130,36,9,23,18,23,1,11,142,2
en,nauruan,8818,42,42,True,True,False,84,23,12,16,16,19,3,11,151,2
en,navaho,19097,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nawary,427,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nawdm,5220,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,naxi,3974,37,37,True,True,False,72,22,9,15,13,19,1,11,159,2
en,ndali,20070,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ndamba,14117,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ndau,8441,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ndebele-northern,20851,66,66,True,True,True,143,41,17,26,24,24,3,11,127,2
en,ndebele-southern,20852,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ndendeule,14271,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ndogo,13876,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ndokwa-ukwuani,142180,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ndola,176097,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ndrulo,139155,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ndruna,24295,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ndut,143453,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,nembe,9731,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nepali,1370,94,94,True,True,True,255,52,24,37,35,39,3,11,99,2
en,nethakani,139167,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,newari,6093,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,new-zealand-sign-language,9194,1,1,False,False,False,1,1,0,0,0,0,0,11,196,2
en,ngada,144528,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ngakarimojong,20736,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,ngambay,2303,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ngamo,9410,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ngas,22193,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ngbaka,4327,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ngbandi,15269,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ngbandi-ngiri,26416,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ngbugu,53433,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,nghlawa,184630,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ngiemboon,2348,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ngindo,14108,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ngizim,9396,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ngomba,2344,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ngombale,2357,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ngombe,20077,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ngombe-north,184944,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,ngombe-south,184943,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,ngonde,184510,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ngulu,14115,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nguna,149957,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,ngungwel,143643,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nias,20089,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nigerian-pidgin-english,22176,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,nimadi,6029,37,37,True,True,False,70,22,9,15,13,19,1,11,159,2
en,ninzo,27269,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nisu-northern,142610,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,nivacle,140010,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,njebi,4312,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nkim-nkum,184584,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,nkoya,15739,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,nogai,18634,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,noiri,101184,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nomane,144116,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,noon,142878,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,noone,2364,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,north-gumuz,184659,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,norwegian-bokmal,10393,43,43,True,True,False,109,17,11,17,21,20,0,11,154,2
en,nosu-shengzha,3732,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nosu-tianba,22928,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,nosu-yinuo,22929,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,notsi,144763,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nsenga,8464,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nta,152629,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ntcham,5171,57,57,True,True,True,121,37,12,24,20,23,1,11,139,2
en,nuer,4752,42,42,True,True,False,84,23,12,16,16,19,3,11,151,2
en,numanggang,11479,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nung,7481,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nuni-southern,2021,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,nupe,9384,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,nusa-penida,185193,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nyala,100971,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nyamboa,184629,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nyamwezi,14089,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nyaneka,588,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nyanga,15224,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nyangatom,144101,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nyaturu,14248,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nyiramba,24140,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nyishi,22564,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nyole,14731,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nyungwe,8523,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nzakara,3161,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nzanyi,2363,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,nzema,5213,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,oadki,184811,53,53,True,True,True,116,35,9,23,18,23,1,11,143,2
en,obamba,185226,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,obe-nrung-ene,184632,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,obolo,10364,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,obo-manobo,53403,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,odiya,184528,83,83,True,True,True,237,42,18,34,33,40,1,11,113,2
en,od-rajput,184537,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ogan,17785,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ogea,12186,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ogoni,21236,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ojibwa-western,3001,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,okiek,7266,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,okinawan-central,7103,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,okpe,144693,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,okpella,181696,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,okrika,9346,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,oku,144701,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,olukwumi,142183,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,olulumo-ikom,141024,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,olunyole,144539,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,olutachoni,99504,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,omi,15220,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,omwunra-toqura,155279,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,oniyan,139945,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,ono,144792,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,orang-seletar,143459,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,oriya-adivasi,143460,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,orokaiva,144702,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,oroko,97247,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,oromo-borana-arsi-guji,4700,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,oromo-eastern,140928,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,oromo-west-central,4695,59,59,True,True,True,136,39,12,24,20,23,1,11,137,2
en,oro-wari-2,171627,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,osetin,5089,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,osing,16640,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ososo,143465,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ot-danum,143469,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,otetela,20965,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,otomi-eastern,8156,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,otomi-mezquital,8158,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,otomi-western,8154,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,otoro,143475,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,otuho-lotuko,53422,32,32,True,True,False,61,18,7,14,12,17,1,11,164,2
en,owa,143295,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,oyda,143568,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,paama,143851,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,padoe,143600,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,paez,4181,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,pagabete,143573,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,pagoe,20138,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,pak-pak-dairi,21637,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,palamua,184571,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,palauan,10589,42,42,True,True,False,86,23,12,16,16,19,3,11,151,2
en,palaung-pale,3957,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,palaung-rumai,3936,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,palembang,17774,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,palikur,143846,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,pame-central,8145,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,pamona,19521,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,panare,15088,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,panchpargania,23403,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,pangasinan,12606,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,pangwa,14084,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,pangwali,143668,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,paniya,5969,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,panjabi-western,5949,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,pao,21662,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,papel,5446,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,papiamentu,9131,42,42,True,True,False,84,23,12,16,16,19,3,11,151,2
en,parakana,184475,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,paranan,12518,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,pardhan,5968,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,pardhi,5960,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
